"summary_date","app_id","app_type","app_name","campaign_id","campaign_name","ad_id","ad_name","impressions","clicks","installs","spend","event_name","events_d0","events_d7","unique_events_d0","unique_events_d7"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DJ04Y","Super AD 16DJ04Y","0","0","6","0.0","super_event","0","0","0","0"
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","28746","9872","20","10.206949999999999","super_event","2","2","2","2"
"2022.07.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","816","50",,"0.17355","super_event",,,,
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","475478","372","102","25.8557","super_event","16","18","14","14"
"2022.06.26","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","3356","6",,"0.5609500000000001","super_event",,,,
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SmxpJ","Super AD 16SmxpJ","0","0","10","0.0","super_event","2","2","2","2"
"2022.07.03","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","4268296","24424","134","38.52056","super_event","4","4","4","4"
"2022.06.07","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1950622","8070",,"14.141725000000003","super_event",,,,
"2022.06.21","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1553684","11502",,"16.08828","super_event",,,,
"2022.06.10","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1423416","9960",,"17.55052","super_event",,,,
"2022.06.17","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","798064","4378",,"12.676755000000002","super_event",,,,
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1658MjI","Super AD 1658MjI","52","30",,"0.015600000000000001","super_event",,,,
"2022.07.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","0","0","12","0.0","super_event","2","2","2","2"
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","1476","144","2","0.4537","super_event","0","0","0","0"
"2022.07.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","1008","106",,"0.21710000000000002","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_167wQ9K","Super AD 167wQ9K","1440","90",,"0.61425","super_event",,,,
"2022.06.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","362572","436","56","9.16045","super_event","12","12","8","8"
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16HYgnd","Super AD 16HYgnd","740","72",,"0.15015","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","48","18",,"0.02405","super_event",,,,
"2022.06.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","476402","690","80","14.791400000000001","super_event","0","2","0","2"
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","52134","17770","46","18.179850000000002","super_event","0","0","0","0"
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","0","0","2","0.0","super_event","0","0","0","0"
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","109532","13026","32","54.744299999999996","super_event","4","4","4","4"
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","26670","32","6","1.6002999999999998","super_event","0","0","0","0"
"2022.07.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16HYgnd","Super AD 16HYgnd","856","68",,"0.19825","super_event",,,,
"2022.07.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","4940","8",,"0.2314","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","352","164",,"0.0195","super_event",,,,
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","3014","1318",,"1.16415","super_event",,,,
"2022.06.26","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","1216610","1288","2","66.3195","super_event","0","0","0","0"
"2022.07.01","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","180226","284","2","15.419300000000002","super_event","0","0","0","0"
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","122","12",,"0.016900000000000002","super_event",,,,
"2022.07.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","116986","12356","40","60.333","super_event","0","0","0","0"
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","3474","8",,"0.4511","super_event",,,,
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","625770","740","2","25.8661","super_event","0","0","0","0"
"2022.06.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","35002","76","12","2.0839","super_event","0","0","0","0"
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","134","36",,"0.019500000000000003","super_event",,,,
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","228782","212","2","3.37025","super_event","0","0","0","0"
"2022.06.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","12974","2836","2","5.55295","super_event","0","0","0","0"
"2022.06.21","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","48772",,"1191.84","super_event",,,,
"2022.06.10","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","108768","24546","1754.6100000000001","super_event","50","58","42","42"
"2022.06.23","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","474214",,"1204.19","super_event",,,,
"2022.07.24","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","0",,"0.0","super_event",,,,
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SmxpJ","Super AD 16SmxpJ","172","36",,"0.02535","super_event",,,,
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","1898956","3136","210","166.15494999999999","super_event","20","22","16","18"
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_167wQ9K","Super AD 167wQ9K","40","2",,"0.00715","super_event",,,,
"2022.07.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","0","0",,"0.0","super_event",,,,
"2022.07.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16rc81y","Super AD 16rc81y","15022","20","2","0.3003","super_event","0","0","0","0"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Qnvp6","Super AD 16Qnvp6","0","0","2","0.0","super_event","0","0","0","0"
"2022.07.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","389974","652","2","18.571150000000003","super_event","0","0","0","0"
"2022.06.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","471608","456","126","19.09505","super_event","16","18","12","14"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","10","2",,"6.500000000000001E-4","super_event",,,,
"2022.07.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","0","0","22","0.0","super_event","0","0","0","0"
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","6","0",,"6.500000000000001E-4","super_event",,,,
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_167wQ9K","Super AD 167wQ9K","32","0",,"0.00455","super_event",,,,
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","24972","34","4","1.60095","super_event","2","2","2","2"
"2022.07.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","32070","21394","42","14.5717","super_event","4","4","2","2"
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","536","332",,"0.28405","super_event",,,,
"2022.07.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","20","0",,"0.0039000000000000003","super_event",,,,
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","1322","124",,"0.4303","super_event",,,,
"2022.06.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","880","0",,"0.0819","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","4","2",,"0.0019500000000000001","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","414","72",,"0.05265","super_event",,,,
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","142656","15550","32","78.23335","super_event","6","6","4","4"
"2022.07.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","788","58",,"0.19565","super_event",,,,
"2022.06.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","64","8",,"0.01755","super_event",,,,
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","0","0","2","0.0","super_event","0","0","0","0"
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1750172","1670","6","52.381550000000004","super_event","0","0","0","0"
"2022.07.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","25538","9114","28","9.3145","super_event","0","4","0","4"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","159636","288","16","13.52195","super_event","4","4","4","4"
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","156","74",,"0.0078000000000000005","super_event",,,,
"2022.07.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16OvRBM","Super AD 16OvRBM","998","92",,"0.22230000000000003","super_event",,,,
"2022.06.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dEqIN","Super AD 16dEqIN","19032","10","2","0.5044000000000001","super_event","0","0","0","0"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_167wQ9K","Super AD 167wQ9K","16","0",,"0.0026000000000000003","super_event",,,,
"2022.07.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","493716","694","2","16.38715","super_event","0","0","0","0"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","540","32",,"0.11699999999999999","super_event",,,,
"2022.07.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","3790","8",,"0.22424999999999998","super_event",,,,
"2022.06.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tke86","Super AD 16tke86","42662","72","16","4.615","super_event","2","4","2","4"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16aRyUO","Super AD 16aRyUO","34","0",,"0.0032500000000000003","super_event",,,,
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16aRyUO","Super AD 16aRyUO","24","0",,"0.0032500000000000003","super_event",,,,
"2022.06.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_167wQ9K","Super AD 167wQ9K","28","0",,"0.0039000000000000003","super_event",,,,
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","2","2",,"0.0013000000000000002","super_event",,,,
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","8346","1836",,"3.0627999999999997","super_event",,,,
"2022.06.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","74514","130","14","4.2094000000000005","super_event","0","2","0","2"
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ZEk4H","Super AD 16ZEk4H","880","278",,"0.21905000000000002","super_event",,,,
"2022.07.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ZEk4H","Super AD 16ZEk4H","0","0","22","0.0","super_event","0","0","0","0"
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","384","58",,"0.050050000000000004","super_event",,,,
"2022.07.01","com.super.app","android","Super App 2000","campaign_5","Super campaign 5","ad_5","Super AD 5",,,"62",,"super_event","0","0","0","0"
"2022.07.11","com.super.app","android","Super App 2000","campaign_5","Super campaign 5","ad_5","Super AD 5",,,"2",,"super_event","0","0","0","0"
"2022.06.24","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1165876","7198",,"14.627405000000001","super_event",,,,
"2022.06.22","com.super.app","android","Super App 2000","campaign_4","Super campaign 4",,,,,"2",,"super_event","0","0","0","0"
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","801310","804","22","50.1644","super_event","0","0","0","0"
"2022.07.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","338","4",,"0.0091","super_event",,,,
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","16","2",,"0.0019500000000000001","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","690132","1084","6","34.965450000000004","super_event","0","0","0","0"
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","25542","4874","4","9.1754","super_event","0","0","0","0"
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","1144","2",,"0.10400000000000001","super_event",,,,
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dEqIN","Super AD 16dEqIN","17720","22","4","0.5889000000000001","super_event","0","0","0","0"
"2022.07.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16HYgnd","Super AD 16HYgnd","252","34",,"0.06955","super_event",,,,
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16OvRBM","Super AD 16OvRBM","12106","1310","4","5.56465","super_event","0","0","0","0"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","8","4",,"0.0026000000000000003","super_event",,,,
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","22858","5464","12","7.278700000000001","super_event","2","2","2","2"
"2022.06.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","73342","122","24","4.00725","super_event","2","4","2","2"
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SmxpJ","Super AD 16SmxpJ","62","8",,"0.01235","super_event",,,,
"2022.07.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","26886","6972","6","8.8049","super_event","0","0","0","0"
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16rc81y","Super AD 16rc81y","92958","76",,"1.5905500000000001","super_event",,,,
"2022.07.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","376","222",,"0.16835","super_event",,,,
"2022.06.01","com.super.app","android","Super App 2000","campaign_13","Super campaign 13","ad_13","Super AD 13",,,"2",,"super_event","0","0","0","0"
"2022.07.23","com.super.app","android","Super App 2000","campaign_4","Super campaign 4",,,,,"2",,"super_event","2","2","2","2"
"2022.06.19","com.super.app","android","Super App 2000","campaign_4","Super campaign 4",,,,,"2",,"super_event","0","0","0","0"
"2022.06.11","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","102384","516","2004.405","super_event","8","10","6","8"
"2022.07.01","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"11534",,"super_event","14","28","14","20"
"2022.07.05","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"324",,"super_event","26","26","14","14"
"2022.07.10","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"46",,"super_event","0","0","0","0"
"2022.07.12","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"8",,"super_event","0","0","0","0"
"2022.07.31","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"2",,"super_event","0","0","0","0"
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16UB6lQ","Super AD 16UB6lQ","25394","22",,"0.6786000000000001","super_event",,,,
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16xl9PD","Super AD 16xl9PD","5416918","14882","14","684.21405","super_event","0","0","0","0"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Qnvp6","Super AD 16Qnvp6","48","16",,"0.00975","super_event",,,,
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16rc81y","Super AD 16rc81y","21608","10",,"0.38284999999999997","super_event",,,,
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","16","2",,"0.00455","super_event",,,,
"2022.07.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16v0cu6","Super AD 16v0cu6","4","0",,"0.0","super_event",,,,
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","412","114",,"0.08970000000000002","super_event",,,,
"2022.07.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","28918","18426","26","13.15665","super_event","0","0","0","0"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","169846","74",,"4.10865","super_event",,,,
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","150","78",,"0.006500000000000001","super_event",,,,
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16aIubw","Super AD 16aIubw","5916","10",,"0.24765","super_event",,,,
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","5066","4",,"0.29055000000000003","super_event",,,,
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","22","2",,"6.500000000000001E-4","super_event",,,,
"2022.06.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tke86","Super AD 16tke86","18922","38","10","2.2594","super_event","0","0","0","0"
"2022.07.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","6616","14",,"0.43810000000000004","super_event",,,,
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","29204","19340","36","13.550550000000001","super_event","0","0","0","0"
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","370552","374","54","7.658950000000001","super_event","6","6","6","6"
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","1492","666",,"0.7306000000000001","super_event",,,,
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","36","0",,"0.0117","super_event",,,,
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","0","0","2","0.0","super_event","0","0","0","0"
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","0","0","8","0.0","super_event","0","0","0","0"
"2022.07.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","31118","7022","2","10.401950000000001","super_event","0","0","0","0"
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","15386","7272","14","7.5374","super_event","0","0","0","0"
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","114488","178",,"6.7021500000000005","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","4","4",,"0.0","super_event",,,,
"2022.07.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","21658","4884","14","7.0876","super_event","2","2","2","2"
"2022.07.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16V95hg","Super AD 16V95hg","14514","14",,"0.2509","super_event",,,,
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","86","2",,"0.01365","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1280214","2488","16","68.52235","super_event","4","4","4","4"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","10","0",,"0.0013000000000000002","super_event",,,,
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","2972","522",,"1.0634","super_event",,,,
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DpJ5e","Super AD 16DpJ5e","58","0",,"0.0032500000000000003","super_event",,,,
"2022.06.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","1117622","1156","4","60.50785","super_event","0","0","0","0"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1658MjI","Super AD 1658MjI","6","6",,"0.0013000000000000002","super_event",,,,
"2022.06.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","12","0",,"0.0013000000000000002","super_event",,,,
"2022.07.01","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DpJ5e","Super AD 16DpJ5e","64","0",,"0.0221","super_event",,,,
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16v0cu6","Super AD 16v0cu6","6","0",,"0.0","super_event",,,,
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","0","0","14","0.0","super_event","2","2","2","2"
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16xl9PD","Super AD 16xl9PD","2190138","3900","534","153.74450000000002","super_event","78","90","54","56"
